NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superficie m²,ACCESIBILIDAD,NOMBRE-VIA,StreetAdressCompleta,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,TipoUniversidad,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoSportsCenter,TipoInstalacion
Jardín del Bulevar de Peña Gorbea,,Jardin-del-Bulevar-de-Pena-Gorbea,no especifica,,,"Metro: Puente Vallecas (línea 1) Bus: 10, 24, 54, 57, 58, 310 y 410  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Puente Vallecas (línea 1),Puente Vallecas,1,"Bus: 10, 24, 54, 57, 58, 310 y 410","10
24
54
57
58
310
410",4247,Instalación parcialmente accesible para personas con movilidad reducida,PEÑA GORBEA,"PEÑA GORBEA, 17",calle PEÑA GORBEA Madrid,,17,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28053,San Diego,http://www.wikidata.org/entity/Q11946851,Puente de Vallecas,,http://www.wikidata.org/entity/Q2003054,40.3957812018463,-3.6670346724676173,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Jardines del Maestro Padilla,http://www.wikidata.org/entity/Q110749218,Jardin-del-Maestro-Padilla,no,,,"Bus: 25, 33, 39, 41, 68, 69, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 33, 39, 41, 68, 69, 138","25
33
39
41
68
69
138",5689,Instalación parcialmente accesible para personas con movilidad reducida,SAN ALEJANDRO,"SAN ALEJANDRO, 1",calle de San Alejandro,http://www.wikidata.org/entity/Q118847922,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28005,Imperial,http://www.wikidata.org/entity/Q3773740,Arganzuela,,http://www.wikidata.org/entity/Q2000929,40.404491323444994,-3.7213308239798675,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Jardín del Templo de Debod,,Jardin-del-Templo-de-Debod,no,,,"Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3) Bus: 25, 33, 39, 46, 74, 75, 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3)","Plaza de España , Ventura Rodríguez","3
10","Bus: 25, 33, 39, 46, 74, 75, 148","25
33
39
46
74
75
148",58512,Instalación parcialmente accesible para personas con movilidad reducida,FERRAZ,"FERRAZ, 1",calle de Ferraz,http://www.wikidata.org/entity/Q5740837,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28008,Casa de Campo,http://www.wikidata.org/entity/Q16302441,Moncloa-Aravaca,,http://www.wikidata.org/entity/Q2017682,40.42425096551599,-3.716531855540272,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Jardín del paseo Federico García Lorca,,Jardin-del-paseo-Federico-Garcia-Lorca,no,,,"Metro: Villa Vallecas (línea 1) Bus: 54 , 58 , 103 , 142 , 143 , N9 , L1  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villa Vallecas (línea 1),Villa Vallecas,1,"Bus: 54 , 58 , 103 , 142 , 143 , N9 , L1","54
58
103
142
143
9
1",2406,Instalación parcialmente accesible para personas con movilidad reducida,FEDERICO GARCIA LORCA,"FEDERICO GARCIA LORCA, 21",calle FEDERICO GARCIA LORCA Madrid,,21,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28031,Casco Histórico de Vallecas,http://www.wikidata.org/entity/Q16544370,Villa de Vallecas,,http://www.wikidata.org/entity/Q1947988,40.37740868500615,-3.6206400361863036,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Jardín el Torero,,Jardin-el-Torero,sí,,,"Bus: 23 , 55 , 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 23 , 55 , 60","23
55
60",7130,Instalación parcialmente accesible para personas con movilidad reducida,TORERO,"TORERO, 6","Avenida de los Toreros, Madrid",http://www.wikidata.org/entity/Q29918658,6,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28026,Moscardó,http://www.wikidata.org/entity/Q11937679,Usera,,http://www.wikidata.org/entity/Q953368,40.39218269145896,-3.7056345651289417,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Jardín histórico El Capricho de la Alameda Osuna,,Jardin-historico-El-Capricho-de-la-Alameda-Osuna,no especifica,,,"Metro: El Capricho (linea 5) Autobús: 101, 105 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: El Capricho (linea 5),El Capricho,5,"Autobús: 101, 105 y 151","101
105
151",171630,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDA DE OSUNA,"ALAMEDA DE OSUNA, 25",calle ALAMEDA DE OSUNA Madrid,,25,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28042,Alameda de Osuna,http://www.wikidata.org/entity/Q760737,Barajas,,http://www.wikidata.org/entity/Q807230,40.45446361509569,-3.6000964360303476,,parqueshistoricos@madrid.es,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,,Park
Palacio de Cristal de la Arganzuela: Invernadero,,Palacio-de-Cristal-de-la-Arganzuela:-Invernadero,no especifica,,,"Metro: Legazpi (Línea 3 y línea 6) Bus: 6, 18, 19, 45, 47, 59, 62, 76, 78, 86, 148, 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Legazpi (Línea 3 y línea 6),Legazpi,"3
6","Bus: 6, 18, 19, 45, 47, 59, 62, 76, 78, 86, 148, 247","6
18
19
45
47
59
62
76
78
86
148
247",7100,Instalación parcialmente accesible para personas con movilidad reducida,CHOPERA,"CHOPERA, 10","Paseo de la Chopera, Madrid",http://www.wikidata.org/entity/Q27044458,10,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28045,La Chopera,http://www.wikidata.org/entity/Q3773750,Arganzuela,,http://www.wikidata.org/entity/Q2000929,40.3933877847248,-3.698565632659468,,,/contenido/entidadesYorganismos/ParquesJardines/ColeccionesBotanicas,,Park
Parque Agustín Rodríguez Sahagún y Parque de los Pinos,,Parque-Agustin-Rodriguez-Sahagun-y-Parque-de-los-Pinos,sí,,,"Bus: 49 , 126 , 128  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 49 , 126 , 128","49
126
128",185040,Instalación parcialmente accesible para personas con movilidad reducida,DIRECCION,"DIRECCION, 301",paseo de la Dirección,http://www.wikidata.org/entity/Q27043701,301,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28029,Valdeacederas,http://www.wikidata.org/entity/Q10388711,Tetuán,,http://www.wikidata.org/entity/Q1773540,40.47022952429582,-3.7038792453996385,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Alcalde Jesús Pérez Quijano,,Parque-Alcalde-Jesus-Perez-Quijano,sí,,,"Metro: Valdebernardo (línea 9) Bus: 20  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,Bus: 20,20,55222,Instalación parcialmente accesible para personas con movilidad reducida,LADERA DE LOS ALMENDROS,"LADERA DE LOS ALMENDROS, 0",calle LADERA DE LOS ALMENDROS Madrid,,0,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,,http://www.wikidata.org/entity/Q589403,40.40418961057298,-3.622901144863193,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Alfredo Kraus,,Parque-Alfredo-Kraus,no especifica,,,"Metro: 'Mar de Cristal', líneas 4 y 8 Autobuses: 87, 120, 125 y 172  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: 'Mar de Cristal', líneas 4 y 8","'Mar de Cristal', líneas 4 y 8","4
8","buses: 87, 120, 125 y 172","87
120
125
172",38000,Instalación parcialmente accesible para personas con movilidad reducida,MAR ADRIATICO,"MAR ADRIATICO, 5",calle MAR ADRIATICO Madrid,,5,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28033,Pinar del Rey,http://www.wikidata.org/entity/Q10349788,Hortaleza,,http://www.wikidata.org/entity/Q1928529,40.47098300036034,-3.6393251567222045,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
"Parque Almansa, Madrid",http://www.wikidata.org/entity/Q56085804,Parque-Almansa,no especifica,,,"Metro: 'Cuatro Caminos', líneas 1, 2 y 6 Autobuses: 45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: 'Cuatro Caminos', líneas 1, 2 y 6","'Cuatro Caminos', líneas 1, 2 y 6","1
2
6",buses: 45,45,,Instalación parcialmente accesible para personas con movilidad reducida,ALMANSA,"ALMANSA, 97","Calle de Almansa, Madrid",http://www.wikidata.org/entity/Q54564278,97,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,,http://www.wikidata.org/entity/Q2017682,40.449252672650985,-3.7133420888843105,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Aluche Park,http://www.wikidata.org/entity/Q6061995,Parque-Aluche,sí,,,"Metro: Aluche (linea 5) Bus: 25, 121, 131 y 138 RENFE: Aluche",Renfe: Aluche C5,C-5,Aluche,Metro: Aluche (linea 5),Aluche,5,"Bus: 25, 121, 131 y 138","25
121
131
138",143788,Instalación parcialmente accesible para personas con movilidad reducida,TEMBLEQUE,"TEMBLEQUE, 45",calle TEMBLEQUE Madrid,,45,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28024,Aluĉo,http://www.wikidata.org/entity/Q31140,Latina,,http://www.wikidata.org/entity/Q794954,40.394320359418835,-3.7592814565910553,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Aluche - Poblados,,Parque-Aluche---Poblados,sí,,,"Metro: Aluche (linea 5) Bus: 17, 117, 139 Renfe: Aluche  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Aluche C5,C-5,Aluche,Metro: Aluche (linea 5),Aluche,5,"Bus: 17, 117, 139","17
117
139",24003,Instalación parcialmente accesible para personas con movilidad reducida,GUAREÑA,"GUAREÑA, 22",calle GUAREÑA Madrid,,22,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28044,Las Águilas,http://www.wikidata.org/entity/Q5971372,Latina,,http://www.wikidata.org/entity/Q794954,40.38543450752234,-3.765190215590101,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Alzola,,Parque-Alzola,no,,,"Bus: 60 , 131  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 60 , 131","60
131",10495,Instalación parcialmente accesible para personas con movilidad reducida,BEASAIN,"BEASAIN, 2",calle de Beasain,http://www.wikidata.org/entity/Q118630454,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28041,Orcasitas,http://www.wikidata.org/entity/Q3773941,Usera,,http://www.wikidata.org/entity/Q953368,40.36716919688689,-3.7136655626692887,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Antonio Pirala,,Parque-Antonio-Pirala,sí,,,"Metro: Carmen, Ventas (linea 5 y linea 2) Bus: 38, 106, 110, 146, 210  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Carmen, Ventas (linea 5 y linea 2)","Carmen, Ventas","5
2","Bus: 38, 106, 110, 146, 210","38
106
110
146
210",21675,Instalación parcialmente accesible para personas con movilidad reducida,ANTONIO PIRALA,"ANTONIO PIRALA, 8",calle ANTONIO PIRALA Madrid,,8,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28017,Ventas,http://www.wikidata.org/entity/Q71762,Ciudad Lineal,,http://www.wikidata.org/entity/Q1763694,40.428652595625735,-3.659649292346212,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Anunciación,,Parque-Anunciacion,no especifica,,,"Bus: 20, 26, 63.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 20, 26, 63","20
26
63",4088,Instalación parcialmente accesible para personas con movilidad reducida,ANUNCIACION,"ANUNCIACION, 1",calle ANUNCIACION Madrid,,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28009,Niño Jesús,http://www.wikidata.org/entity/Q3773746,Retiro,,http://www.wikidata.org/entity/Q2002296,40.41192841997151,-3.67583331713166,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Arquitecto Antonio Palacios,,Parque-Arquitecto-Antonio-Palacios,no,,,"Metro: Torre Arias (línea 5) Bus: 28, 48  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Torre Arias (línea 5),Torre Arias,5,"Bus: 28, 48","28
48",13850,Instalación parcialmente accesible para personas con movilidad reducida,FENELON,"FENELON, 17",calle FENELON Madrid,,17,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28022,Canillejas,http://www.wikidata.org/entity/Q663013,San Blas-Canillejas,,http://www.wikidata.org/entity/Q2001937,40.43847239256322,-3.6087501533089923,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Arroyo Fontarrón,,Parque-Arroyo-Fontarron,no,,,"Bus: 8, 20, 30, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 8, 20, 30, 100","8
20
30
100",35450,Instalación parcialmente accesible para personas con movilidad reducida,ARROYO FONTARRON,"ARROYO FONTARRON, 22",calle ARROYO FONTARRON Madrid,,22,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28030,Pavones,http://www.wikidata.org/entity/Q71760,Moratalaz,,http://www.wikidata.org/entity/Q2076109,40.39476596114844,-3.6361646051817518,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Arroyo Fresno - Tomás y Valiente,,Parque-Arroyo-Fresno---Tomas-y-Valiente,sí,,,"Bus: 49  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 49,49,107657,Accesible,VENTISQUERO DE LA CONDESA,"VENTISQUERO DE LA CONDESA, 43",calle VENTISQUERO DE LA CONDESA Madrid,,43,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28035,Mirasierra,http://www.wikidata.org/entity/Q31134,Fuencarral-El Pardo,,http://www.wikidata.org/entity/Q656196,40.49284296962057,-3.7169069720385446,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Arroyo Pozuelo,,Parque-Arroyo-Pozuelo,sí,,,"Transporte más próximo:  Autobús: 160  Otros trasportes cercanos:  Autobús: 161 Autobús interurbano: 658 Tren: Estación de Aravaca (Líneas C-7 y C-10) Metro-ligero/Tranvía: Estación de Aravaca (Línea 2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Aravaca C7 C10,"C-7
C-10",Aravaca,Metro-ligero/Tranvía: Estación de Aravaca (Línea 2),Metro-ligero/Tranvía: Estación de Aravaca,2,Autobús interurbano: 658,658,78802,Instalación parcialmente accesible para personas con movilidad reducida,Arroyo Pozuelo,Arroyo Pozuelo,calle Arroyo Pozuelo Madrid,,,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,,,,Moncloa-Aravaca,,http://www.wikidata.org/entity/Q2017682,40.45451429342977,-3.7856220495572703,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Arroyo de los Pinos,,Parque-Arroyo-de-los-Pinos,no,,,"Metro: Antonio Machado (linea 7) Bus: 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Antonio Machado (linea 7),Antonio Machado,7,Bus: 132,132,25798,Instalación parcialmente accesible para personas con movilidad reducida,JOAQUIN LORENZO,"JOAQUIN LORENZO, 21",calle JOAQUIN LORENZO Madrid,,21,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,,http://www.wikidata.org/entity/Q656196,40.47343735166941,-3.7241915440169024,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Avenida de Portugal,,Parque-Avenida-de-Portugal,no especifica,,,"Bus: 25, 33, 31, 36, 39, 65, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 33, 31, 36, 39, 65, 138","25
33
31
36
39
65
138",30719,Instalación parcialmente accesible para personas con movilidad reducida,A-5,"A-5, 300",Avinguda de Madrid,http://www.wikidata.org/entity/Q30454326,300,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28011,Puerta del Ángel,http://www.wikidata.org/entity/Q31142,Latina,,http://www.wikidata.org/entity/Q794954,40.41214880704316,-3.7356620312409365,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Azorín,,Parque-Azorin,sí,,,"Metro: Buenos Aires (línea 1) Bus: 10, 54, 58, 103, 136  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Buenos Aires (línea 1),Buenos Aires,1,"Bus: 10, 54, 58, 103, 136","10
54
58
103
136",47434,Instalación parcialmente accesible para personas con movilidad reducida,ALBUFERA,"ALBUFERA, 142",Avenida de la Albufera,http://www.wikidata.org/entity/Q5714221,142,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28038,Palomeras Bajas,http://www.wikidata.org/entity/Q10343902,Puente de Vallecas,,http://www.wikidata.org/entity/Q2003054,40.39144717132174,-3.6545377410677498,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Barrio Las Musas,,Parque-Barrio-Las-Musas,no,,,"Metro: Las Musas (linea 7) Bus: 38, 140   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Las Musas (linea 7),Las Musas,7,"Bus: 38, 140","38
140",8818,Instalación parcialmente accesible para personas con movilidad reducida,NIZA,"NIZA, 55","Avenida de Niza, Madrid",http://www.wikidata.org/entity/Q28972102,55,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28022,Rosas,http://www.wikidata.org/entity/Q18880469,San Blas-Canillejas,,http://www.wikidata.org/entity/Q2001937,40.43173953068984,-3.607628369908832,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Begoña Park,http://www.wikidata.org/entity/Q24023350,Parque-Begona,no especifica,,,"Bus: 125 y 135 RENFE: Ramón y Cajal  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",RENFE: Ramón y Cajal C10 C8 C3,"C-10
C-8
C-3",: Ramón y Cajal,,,,Bus: 125 y 135,"125
135",21071,Instalación parcialmente accesible para personas con movilidad reducida,SAN MODESTO,"SAN MODESTO, 1",calle SAN MODESTO Madrid,,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28034,Valverde,http://www.wikidata.org/entity/Q31132,Fuencarral-El Pardo,,http://www.wikidata.org/entity/Q656196,40.48390626699566,-3.687220746230517,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Biosaludable,,Parque-Biosaludable,sí,,,"Metro: El Capricho (línea 5) Bus: 101, 114, 115 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: El Capricho (línea 5),El Capricho,5,"Bus: 101, 114, 115 y 151","101
114
115
151",95955,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDA DE OSUNA,"ALAMEDA DE OSUNA, 8",calle ALAMEDA DE OSUNA Madrid,,8,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28042,Alameda de Osuna,http://www.wikidata.org/entity/Q760737,Barajas,,http://www.wikidata.org/entity/Q807230,40.452057731817305,-3.6036483614197765,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Campo de la Paloma,,Parque-Campo-de-la-Paloma,no,,,,,,,,,,,,38010,Instalación parcialmente accesible para personas con movilidad reducida,RAFAEL ALBERTI,"RAFAEL ALBERTI, 38",calle RAFAEL ALBERTI Madrid,,38,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28018,Palomeras Sureste,http://www.wikidata.org/entity/Q10343901,Puente de Vallecas,,http://www.wikidata.org/entity/Q2003054,40.38339946706653,-3.643762543356842,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque de Caramuel,http://www.wikidata.org/entity/Q24021352,Parque-Caramuel,sí,,,"Bus: 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 138,138,55433,Accesible,CARAMUEL,"CARAMUEL, 53",calle CARAMUEL Madrid,,53,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28011,Puerta del Ángel,http://www.wikidata.org/entity/Q31142,Latina,,http://www.wikidata.org/entity/Q794954,40.4081704733386,-3.729395994595502,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Cerro Almodovar Park,http://www.wikidata.org/entity/Q24024727,Parque-Cerro-Almodovar,sí,,,"Bus: 25, 31 y 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 31 y 138","25
31
138",173477,Accesible,MARCELINO CASTILLO,"MARCELINO CASTILLO, 29",calle MARCELINO CASTILLO Madrid,,29,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28047,Aluĉo,http://www.wikidata.org/entity/Q31140,Latina,,http://www.wikidata.org/entity/Q794954,40.393928614376,-3.744713323980896,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Cerro Peñabel,,Parque-Cerro-Penabel,no,,,"Bus: 42, 132 y 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 42, 132 y 137","42
132
137",24366,Instalación parcialmente accesible para personas con movilidad reducida,CANDIDO MATEOS,"CANDIDO MATEOS, 12",calle CANDIDO MATEOS Madrid,,12,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,,http://www.wikidata.org/entity/Q656196,40.47406043289477,-3.718181785566969,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Park of the Hill of Uncle Pius,http://www.wikidata.org/entity/Q5763439,Parque-Cerro-del-Tio-Pio,sí,,,"Bus: 54, 141 y 143  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 54, 141 y 143","54
141
143",159745,Instalación parcialmente accesible para personas con movilidad reducida,BENJAMIN PALENCIA,"BENJAMIN PALENCIA, 2",calle BENJAMIN PALENCIA Madrid,,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28038,Numancia,http://www.wikidata.org/entity/Q10338144,Puente de Vallecas,,http://www.wikidata.org/entity/Q2003054,40.39701982315709,-3.655239797848888,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Cerro Águila,,Parque-Cerro-aguila,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,,Instalación parcialmente accesible para personas con movilidad reducida,CERRO DEL AGUILA,"CERRO DEL AGUILA, 1",calle CERRO DEL AGUILA Madrid,,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,,http://www.wikidata.org/entity/Q2017682,40.45190771190827,-3.761757187185669,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Ciudad de los Ángeles Park,http://www.wikidata.org/entity/Q6062077,Parque-Ciudad-de-los-angeles,sí,,,"Metro: Villaverde Bajo Cruce (linea 3) Bus: 18, 126 y 86  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo Cruce (linea 3),Villaverde Bajo Cruce,3,"Bus: 18, 126 y 86","18
126
86",36696,Instalación parcialmente accesible para personas con movilidad reducida,ANOETA,"ANOETA, 14",calle ANOETA Madrid,,14,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28041,Los Ángeles,http://www.wikidata.org/entity/Q390462,Villaverde,,http://www.wikidata.org/entity/Q919536,40.352850949880235,-3.6963807727286353,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Concejal Miguel Martín Vela,,Parque-Concejal-Miguel-Martin-Vela,no,,,"Bus: 601  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 601,601,33954,Instalación parcialmente accesible para personas con movilidad reducida,GUARDIA,"GUARDIA, 4",calle GUARDIA Madrid,,4,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28048,El Pardo,http://www.wikidata.org/entity/Q3314337,Fuencarral-El Pardo,,http://www.wikidata.org/entity/Q656196,40.5186002228516,-3.7753787533567573,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Cuesta del Galbán,,Parque-Cuesta-del-Galban,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,70882,Instalación parcialmente accesible para personas con movilidad reducida,GALBAN,"GALBAN, 2",calle GALBAN Madrid,,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,,http://www.wikidata.org/entity/Q2017682,40.45019927443574,-3.768070614824996,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Cuña Verde de Vicálvaro. Zona A,,Parque-Cuna-Verde-de-Vicalvaro.-Zona-A,sí,,,"Metro: Vicálvaro (linea 9) Bus: E3  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Vicálvaro (linea 9),Vicálvaro,9,Bus: E3,3,41293,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,"DAROCA, 300",calle DAROCA Madrid,,300,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28032,Ambroz,http://www.wikidata.org/entity/Q11905294,Vicálvaro,,http://www.wikidata.org/entity/Q589403,40.40969329689759,-3.618025439807104,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
Parque Cuña Verde de Vicálvaro. Zona B,,Parque-Cuna-Verde-de-Vicalvaro.-Zona-B,sí,,,"Metro: San Cipriano (linea 9) Bus: 4 , E3, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (linea 9),San Cipriano,9,"Bus: 4 , E3, 100","4
3
100",115119,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,"DAROCA, 299",calle DAROCA Madrid,,299,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28032,Ambroz,http://www.wikidata.org/entity/Q11905294,Vicálvaro,,http://www.wikidata.org/entity/Q589403,40.40930295868704,-3.616890442862423,,,/contenido/entidadesYorganismos/ParquesJardines,,Park
