NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Escuela Técnica Superior de Ingeniería y Diseño Industrial,,Escuela-Tecnica-Superior-de-Ingenieria-y-Diseno-Industrial,,,,"Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)  Cercanías Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10)","Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10)","C-5
C-1
C-2
C-3
C-4
C-6
C-7
C-8
C-10","Embajadores, Atocha","Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)","Embajadores , Atocha","3
5
1",,,,Sin información sobre accesibilidad para personas con movilidad reducida,VALENCIA,calle de Valencia,http://www.wikidata.org/entity/Q26810468,3,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28012,Palos de la Frontera,http://www.wikidata.org/entity/Q521009,Arganzuela,http://www.wikidata.org/entity/Q2000929,40.405.420.030.666.500,-37.005.940.001.153.300,910677400,secretaria.etsidi@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación,,Escuela-Tecnica-Superior-de-Ingenieria-y-Sistemas-de-Telecomunicacion,,,,Metro: Sierra de Guadalupe (línea 1)  Cercanías Renfe: Atocha-Alcalá de Henares (líneas C2 y C7),"Renfe: AtochaAlcalá de Henares (líneas C2 y C7) C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-2
C-7
C-1
C-3
C-4
C-5
C-6
C-8
C-10",Atocha-Alcalá de Henares,Metro: Sierra de Guadalupe (línea 1),Sierra de Guadalupe,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,NIKOLA TESLA,calle NIKOLA TESLA Madrid,,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,,,,DISTRITO,,4.038.879.475.945.980,-3.629.147.669.595.360,910673200,info@etsist.upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
"Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos. Edificio Retiro",,"Escuela-Tecnica-Superior-de-Ingenieros-de-Caminos,-Canales-y-Puertos.-Edificio-Retiro",,,,Metro:  Atocha Renfe (línea 1)  Cercanías Renfe: Estación Atocha,"Renfe: Estación Atocha líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-1
C-2
C-3
C-4
C-5
C-6
C-7
C-8
C-10",Estación Atocha,Metro:  Atocha,Atocha,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ALFONSO XII,Calle de Alfonso XII,http://www.wikidata.org/entity/Q5659170,3,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28014,Jerónimos,http://www.wikidata.org/entity/Q10306766,Retiro,http://www.wikidata.org/entity/Q2002296,404.094.661.942.901,-3.688.412.783.499.900,910674534,alumnos.caminos@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Ingenieros de Minas y Energía.,,Escuela-Tecnica-Superior-de-Ingenieros-de-Minas-y-Energia.,,,,Metro: Ríos Rosas (línea 1),,,,Metro: Ríos Rosas (línea 1),Ríos Rosas,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,RIOS ROSAS,Calle de Ríos Rosas,http://www.wikidata.org/entity/Q27267331,21,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,Chamberí,http://www.wikidata.org/entity/Q1763370,4.044.209.227.424.250,-37.003.734.646.151.500,"910676602
910676301",gabinete.comunicacion.minasyenergia@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Ingenieros de Telecomunicación,,Escuela-Tecnica-Superior-de-Ingenieros-de-Telecomunicacion,,,,Metro: Ciudad Universitaria (línea 6),,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,COMPLUTENSE,"Avenida Complutense, Madrid",http://www.wikidata.org/entity/Q63954356,30,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.453.018.384.890.900,-3.726.745.005.476.220,910671900,,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía",,"Escuela-Tecnica-Superior-de-Ingenieros-en-Topografia,-Geodesia-y-Cartografia",,,,"Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas (líneas C1, C2, C7a).",Vallecas C1 C2 C7,"C-1
C-2
C-7",Vallecas,Metro: Sierra de Guadalupe (línea 1),Sierra de Guadalupe,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ARBOLEDA,calle ARBOLEDA Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Palomeras Sureste,http://www.wikidata.org/entity/Q10343901,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,403.850.312.955.634,-36.262.428.071.808.600,913367916,,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Ingenieros Navales,,Escuela-Tecnica-Superior-de-Ingenieros-Navales,,,,"Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6).",,,,"Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6)","Moncloa , Ciudad Universitaria","3
6",,,,Sin información sobre accesibilidad para personas con movilidad reducida,Arco de la Victoria,Avenida de la Memoria,http://www.wikidata.org/entity/Q29794262,4,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,404.388.050.819.418,-3.724.433.976.834.530,913367140,informacionyservicios.navales@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Universitaria de Enfermería de la Cruz Roja,,Escuela-Universitaria-de-Enfermeria-de-la-Cruz-Roja,,,,"Metro: Guzmán el Bueno (líneas 6 y 7), Cuatro Caminos (líneas 1, 2 y 6).",,,,"Metro: Guzmán el Bueno (líneas 6 y 7), Cuatro Caminos (líneas 1, 2 y 6)","Guzmán el Bueno , Cuatro Caminos","6
7
1
2",,,,Sin información sobre accesibilidad para personas con movilidad reducida,REINA VICTORIA,Avenida de la Reina Victoria,http://www.wikidata.org/entity/Q5714243,28,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.447.245.864.225.900,-37.096.954.577.510.500,915343649,inforeue@cruzroja.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Universitaria de Enfermería. Fundación Jiménez Díaz,,Escuela-Universitaria-de-Enfermeria.-Fundacion-Jimenez-Diaz,,,,"Metro: Moncloa (líneas 3 y 6), Arg&amp;uuml;elles (lineas 3, 4 y 6).",,,,"Metro: Moncloa (líneas 3 y 6), Arguelles (lineas 3, 4 y 6)","Moncloa , Arguelles","3
6
4",,,,Sin información sobre accesibilidad para personas con movilidad reducida,LISBOA,calle LISBOA Madrid,,3,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28008,Argüelles,http://www.wikidata.org/entity/Q64874,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.432.178.026.136.500,-37.237.339.935.316.400,"915504863
915504864",escuelaenfermeriafjd@quironsalud.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Universitaria de Magisterio,,Escuela-Universitaria-de-Magisterio,,,,"Metro: Eugenia de Montijo (línea 5), Carabanchel Alto (línea 11).  Cercanías Renfe: Aluche (C5).",Renfe: Aluche C5,C-5,Aluche,"Metro: Eugenia de Montijo (línea 5), Carabanchel Alto (línea 11)","Eugenia de Montijo , Carabanchel Alto","5
11",,,,Sin información sobre accesibilidad para personas con movilidad reducida,NUESTRA SEÑORA DE FATIMA,calle NUESTRA SEÑORA DE FATIMA Madrid,,102,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28047,Vista Alegre,http://www.wikidata.org/entity/Q3813741,Carabanchel,http://www.wikidata.org/entity/Q1001991,40.378.328.008.655.000,-37.488.801.858.007.900,914651700,info@escuni.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Instituto de Estudios Bursátiles,,Instituto-de-Estudios-Bursatiles,,,,Cercanías Renfe: Aravaca (C7 y C10).,Aravaca C7 C10,"C-7
C-10",Aravaca,,,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,TALGO,calle TALGO Madrid,,5,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.446.914.051.263.000,-37.787.937.166.693.000,915240615,info@ieb.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Instituto de Salud Carlos III. Escuela Nacional de Medicina del Trabajo,,Instituto-de-Salud-Carlos-III.-Escuela-Nacional-de-Medicina-del-Trabajo,,,,Consulta los siguientes enlaces,,,,,,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,SINESIO DELGADO,Sinesio Delgado Street,http://www.wikidata.org/entity/Q52245452,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28029,La Paz,http://www.wikidata.org/entity/Q5869740,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,4.047.467.830.039.230,-3.693.859.963.015.040,"918224039
918224026",secretaria.enmt@isciii.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Residencia de Estudiantes Ciudad Escolar. Comunidad de Madrid.,,Residencia-de-Estudiantes-Ciudad-Escolar.-Comunidad-de-Madrid.,,,mixto,"Cercanias Renfe: Ramón y Cajal (líneas C10, C8-A, C8-B)","Renfe: Ramón y Cajal (líneas C10, C8A, C8B, C3)","C-10
C-8
C-3",Ramón y Cajal,,,,,,,Accesible,COLMENAR VIEJO,calle COLMENAR VIEJO Madrid,,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,,,,DISTRITO,,4.052.514.591.809.950,-36.853.908.329.744.200,917342700,residenciadeestudiantes@educa.madrid.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia de estudiantes Palacio de Barradas,,Residencia-de-estudiantes-Palacio-de-Barradas,,,mixto,"Metro: Noviciado (líneas 2, 3 y 10), San Bernardo (líneas 2 y 4).",,,,"Metro: Noviciado (líneas 2, 3 y 10), San Bernardo (líneas 2 y 4)","Noviciado , San Bernardo","2
3
10
4",,,,Accesible,SAN BERNARDO,San Bernardo street,http://www.wikidata.org/entity/Q5740864,63,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28015,Universidad,http://www.wikidata.org/entity/Q10387767,Centro,http://www.wikidata.org/entity/Q1763376,4.042.645.825.034.470,-3.706.923.606.244.760,"915228996
915232800
617342910",,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Augustinus Nebrija,,Residencia-Universitaria-Augustinus-Nebrija,,,mixto,Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3 y 6).,,,,Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3 y 6),Islas Filipinas  y Moncloa,"7
3
6",,,,Accesible,CEA BERMUDEZ,calle de Cea Bermúdez,http://www.wikidata.org/entity/Q26791743,59,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Gaztambide,http://www.wikidata.org/entity/Q10288587,Chamberí,http://www.wikidata.org/entity/Q1763370,4.043.894.007.585.970,-3.715.531.702.478.500,914521150,residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Erasmo,,Residencia-Universitaria-Erasmo,,,mixto,Cercanías Renfe: Cantoblanco Universidad (líneas C4a y C4b).,Cantoblanco Universidad C4,C-4,Cantoblanco Universidad,,,,,,,Accesible,ERASMO DE ROTTERDAM,calle ERASMO DE ROTTERDAM Madrid,,5,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28049,El Goloso,http://www.wikidata.org/entity/Q10271137,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.548.027.795.931.400,-36.989.970.922.329.400,911312100,erasmo@resa.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Gómez Pardo,,Residencia-Universitaria-Gomez-Pardo,,,mixto,"Metro: Ríos Rosas (línea 1), Cuatro Caminos (líneas 1, 2 y 6).",,,,"Metro: Ríos Rosas (línea 1), Cuatro Caminos (líneas 1, 2 y 6)","Ríos Rosas , Cuatro Caminos","1
2
6",,,,No accesible,CRISTOBAL BORDIU,"Calle de Cristóbal Bordiu, Madrid",http://www.wikidata.org/entity/Q27309902,30,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,Chamberí,http://www.wikidata.org/entity/Q1763370,40.443.040.030.471,-37.009.070.820.260.800,914417921,residencia@fgomezpardo.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria José Pérez de Vargas,,Residencia-Universitaria-Jose-Perez-de-Vargas,,,mixto,Metro: Vicálvaro (línea 9).,,,,Metro: Vicálvaro (línea 9),Vicálvaro,9,,,,Sin información sobre accesibilidad para personas con movilidad reducida,DAROCA,calle DAROCA Madrid,,321,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.406.276.896.821.500,-36.127.600.502.928.500,917753042,administracion@residenciavicalvarourjc.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Nebrija Arturo Soria,,Residencia-Universitaria-Nebrija-Arturo-Soria,,,mixto,Metro: Arturo soria (línea 4),,,,Metro: Arturo soria (línea 4),Arturo soria,4,,,,Accesible,ASURA,calle ASURA Madrid,,90,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28043,Canillas,http://www.wikidata.org/entity/Q9694341,Hortaleza,http://www.wikidata.org/entity/Q1928529,4.045.750.817.868.430,-36.544.422.302.629.100,914521150,residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Nebrija Chamberí,,Residencia-Universitaria-Nebrija-Chamberi,,,mixto,"Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10).",,,,"Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10)","Bilbao , Alonso Martínez","1
4
5
10",,,,No accesible,NICASIO GALLEGO,street of Nicasio Gallego,http://www.wikidata.org/entity/Q28537739,12,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28010,Trafalgar,http://www.wikidata.org/entity/Q10384027,Chamberí,http://www.wikidata.org/entity/Q1763370,4.042.942.134.889.180,-3.698.902.512.090.170,"914471200
914521150",residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Nebrija - Corazonistas,,Residencia-Universitaria-Nebrija---Corazonistas,,,mixto,"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6)",,,,"Metro: Arguelles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6)","Arguelles , Moncloa","3
4
6",,,,No accesible,TUTOR,calle del Tutor,http://www.wikidata.org/entity/Q27245477,36,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28008,Argüelles,http://www.wikidata.org/entity/Q64874,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,4.042.951.144.473.090,-37.166.919.067.720.400,"915478800
914521150",residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Residencia Universitaria Tagaste,,Residencia-Universitaria-Tagaste,,,mixto,Metro: Goya (líneas 2 y 4).,,,,Metro: Goya (líneas 2 y 4),Goya,"2
4",,,,Sin información sobre accesibilidad para personas con movilidad reducida,GENERAL PARDI&amp;Ntilde;AS,calle GENERAL PARDI&amp;Ntilde;AS Madrid,,34,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28001,Goya,http://www.wikidata.org/entity/Q3814578,Salamanca,http://www.wikidata.org/entity/Q1773521,4.042.668.459.434.310,-36.784.079.436.749.700,"647904401
914354180",holamadrid@tagaste.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Universidad Autónoma de Madrid. Escuela Politécnica Superior,,Universidad-Autonoma-de-Madrid.-Escuela-Politecnica-Superior,,,,Cercanías Renfe: Cantoblanco Universidad (línea C4).,Cantoblanco Universidad C4,C-4,Cantoblanco Universidad,,,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,FRANCISCO TOMAS Y VALIENTE,calle FRANCISCO TOMAS Y VALIENTE Madrid,,11,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28049,El Goloso,http://www.wikidata.org/entity/Q10271137,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,4.054.694.594.124.170,-36.915.841.963.667,914977438,información.eps@uam.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Universidad Autónoma de Madrid. Escuela Universitaria de Fisioterapia de la ONCE,,Universidad-Autonoma-de-Madrid.-Escuela-Universitaria-de-Fisioterapia-de-la-ONCE,,,,Cercanías Renfe: Mirasierra Paco de Lucía (C7 y C8).,Renfe: Mirasierra Paco de Lucía (C7 y C8),"C-7
C-8",Mirasierra Paco de Lucía,,,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,NURIA,calle de la Virgen de Nuria,http://www.wikidata.org/entity/Q130245312,42,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,Mirasierra,http://www.wikidata.org/entity/Q31134,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.493.908.768.303.500,-3.708.268.358.490.920,915894500,euf@once.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Universidad Autónoma de Madrid. Facultad de Ciencias Económicas y Empresariales,,Universidad-Autonoma-de-Madrid.-Facultad-de-Ciencias-Economicas-y-Empresariales,,,,Cercanías Renfe: Cantoblanco Universidad (línea C4).,Cantoblanco Universidad C4,C-4,Cantoblanco Universidad,,,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,FRANCISCO TOMAS Y VALIENTE,calle FRANCISCO TOMAS Y VALIENTE Madrid,,5,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28049,El Goloso,http://www.wikidata.org/entity/Q10271137,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,4.054.487.238.078.950,-36.966.067.777.305.700,"914974683
914976951",,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
Universidad Complutense de Madrid. Centro Complutense para la Enseñanza del Español,,Universidad-Complutense-de-Madrid.-Centro-Complutense-para-la-Ensenanza-del-Espanol,,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,MENENDEZ PELAYO,"Avenida de Menéndez Pelayo, Madrid",http://www.wikidata.org/entity/Q28936960,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,404.489.838.961.669,-3.730.503.351.852.510,913945325,ceextran@filol.ucm.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Universidad Complutense de Madrid. Centro Superior de Idiomas Modernos,,Universidad-Complutense-de-Madrid.-Centro-Superior-de-Idiomas-Modernos,,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,PROFESOR ARANGUREN,calle PROFESOR ARANGUREN Madrid,,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.447.654.037.490.600,-3.732.389.406.635.350,"913947754
913946358
913947813",idiomascomplutense@ucm.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Universidad Complutense de Madrid. Escuela Profesional de Medicina Legal y Forense,,Universidad-Complutense-de-Madrid.-Escuela-Profesional-de-Medicina-Legal-y-Forense,,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,COMPLUTENSE,"Avenida Complutense, Madrid",http://www.wikidata.org/entity/Q63954356,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.443.658.832.937.900,-37.273.650.145.663.600,913941574,emedicin@ucm.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Universidad Complutense de Madrid. Escuela Profesional de Relaciones Laborales,,Universidad-Complutense-de-Madrid.-Escuela-Profesional-de-Relaciones-Laborales,,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10).",,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10)","Noviciado , Plaza de España","2
3
10",,,,Sin información sobre accesibilidad para personas con movilidad reducida,SAN BERNARDO,San Bernardo street,http://www.wikidata.org/entity/Q5740864,49,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28015,Universidad,http://www.wikidata.org/entity/Q10387767,Centro,http://www.wikidata.org/entity/Q1763376,40.424.857.288.787.600,-37.075.073.443.351.600,913946625,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Colección de Entomología de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid,http://www.wikidata.org/entity/Q47080407,Universidad-Complutense-de-Madrid.-Facultad-de-Ciencias-Biologicas,,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,JOSE ANTONIO NOVAIS,calle JOSE ANTONIO NOVAIS Madrid,,12,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,4.044.860.689.706.260,-37.257.076.188.100.300,913945066,infobio@ucm.es,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
Universidad Complutense. Hospital Clínico Veterinario,,Universidad-Complutense.-Hospital-Clinico-Veterinario,,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,PUERTA DE HIERRO,calle PUERTA DE HIERRO Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,4.044.737.250.847.300,-37.365.294.545.551.700,,hcvucm@ucm.es,/contenido/entidadesYorganismos/ClinicasCentrosVeterinarios,ClinicasCentrosVeterinarios
Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Escuelas Pías,,Universidad-Nacional-de-Educacion-a-Distancia-(UNED).-Centro-Asociado-Madrid---Escuelas-Pias,,,,Metro: Lavapiés (línea 3).  Cercanías Renfe: Embajadores (línea C5).,Renfe: Embajadores (línea C5),C-5,Embajadores,Metro: Lavapiés (línea 3),Lavapiés,3,,,,Sin información sobre accesibilidad para personas con movilidad reducida,TRIBULETE,calle del Tribulete,http://www.wikidata.org/entity/Q20021648,14,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28012,Embajadores,http://www.wikidata.org/entity/Q2449844,Centro,http://www.wikidata.org/entity/Q1763376,404.077.959.539.866,-37.025.893.902.054.000,"914675871
914675522
922",info.escuelaspias@madrid.uned.es,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Gregorio Marañón,,Universidad-Nacional-de-Educacion-a-Distancia-(UNED).-Centro-Asociado-Madrid---Gregorio-Maranon,,,,Metro: Lavapiés (línea 3).  Cercanías Renfe: Embajadores (línea C5).,Renfe: Embajadores (línea C5),C-5,Embajadores,Metro: Lavapiés (línea 3),Lavapiés,3,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ARGUMOSA,calle de Argumosa,http://www.wikidata.org/entity/Q5740806,3,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28012,Embajadores,http://www.wikidata.org/entity/Q2449844,Centro,http://www.wikidata.org/entity/Q1763376,40.408.447.184.626.100,-37.001.742.404.603.100,"915270665
915399747
922",info.gmaranon@madrid.uned.es,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Jacinto Verdaguer,,Universidad-Nacional-de-Educacion-a-Distancia-(UNED).-Centro-Asociado-Madrid---Jacinto-Verdaguer,,,,Metro: Aviación Española (línea 10).  Cercanías Renfe: Las Águilas (línea C5).,Renfe: Las Águilas (línea C5),C-5,Las Águilas,Metro: Aviación Española (línea 10),Aviación Española,10,,,,Sin información sobre accesibilidad para personas con movilidad reducida,FUENTE DE LIMA,calle FUENTE DE LIMA Madrid,,22,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28024,Las Águilas,http://www.wikidata.org/entity/Q5971372,Latina,http://www.wikidata.org/entity/Q794954,4.038.278.645.640.310,-37.824.021.083.869.600,917106155,info.jverdaguer@madrid.uned.es,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Las Tablas,,Universidad-Nacional-de-Educacion-a-Distancia-(UNED).-Centro-Asociado-Madrid---Las-Tablas,,,,"Metro: Las Tablas (línea 10), Palas de Rey (línea ML1).",,,,"Metro: Las Tablas (línea 10), Palas de Rey (línea ML1)","Las Tablas , Palas de Rey","10
1",,,,Sin información sobre accesibilidad para personas con movilidad reducida,SANTO DOMINGO DE LA CALZADA,calle SANTO DOMINGO DE LA CALZADA Madrid,,9,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28050,Valverde,http://www.wikidata.org/entity/Q31132,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.504.821.065.488,-36.658.596.724.706.100,"913074730
913074733",info.lastablas@madrid.uned.es,/contenido/entidadesYorganismos/Universidades/Facultades,Universidades
