NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Biblioteca Pública Municipal Portazgo,,Biblioteca-Publica-Municipal-Portazgo-(Puente-de-Vallecas),,sí,,"Metro: Portazgo, Buenos Aires (línea 1)",,,,"Metro: Portazgo, Buenos Aires (línea 1)","Portazgo, Buenos Aires",1,,,,"Accesible
Bucle de inducción magnético",CANTALAPIEDRA,calle CANTALAPIEDRA Madrid,,11,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28038,Numancia,http://www.wikidata.org/entity/Q10338144,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.393189968014696,-3.6554147649183943,917570323,bpportazgo@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Pozo del Tío Raimundo,,Biblioteca-Publica-Municipal-Pozo-del-Tio-Raimundo-(Puente-de-Vallecas),,sí,,"Cercanías Renfe: El Pozo (líneas C2, C7 y C8)","Renfe: El Pozo (líneas C2, C7 y C8)","C-2
C-7
C-8",El Pozo,,,,,,,"Accesible
Bucle de inducción magnético",GLORIETAS,calle GLORIETAS Madrid,,19,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28053,Entrevías,http://www.wikidata.org/entity/Q71756,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.3735856436473,-3.6602546064905397,915070734,bppozotr@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Pío Baroja,,Biblioteca-Publica-Municipal-Pio-Baroja-(Arganzuela),,sí,,Metro: Pirámides (línea 5). Cercanías Renfe: Pirámides (líneas C1 y C10),Renfe: Pirámides (líneas C1 y C10),"C-1
C-10",Pirámides,Metro: Pirámides (línea 5),Pirámides,5,,,,"Accesible
Bucle de inducción magnético",ARGANDA,calle ARGANDA Madrid,,12,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28005,Las Acacias,http://www.wikidata.org/entity/Q3319190,Arganzuela,http://www.wikidata.org/entity/Q2000929,40.40003652682007,-3.7074488154950584,914741603,bppiobaroja@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal San Blas,,Biblioteca-Publica-Municipal-San-Blas-(San-Blas-Canillejas),,sí,,Metro: Alsacia (línea 2),,,,Metro: Alsacia (línea 2),Alsacia,2,,,,"Accesible
Bucle de inducción magnético",SAN ROMAN DEL VALLE,calle SAN ROMAN DEL VALLE Madrid,,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28037,Arcos,http://www.wikidata.org/entity/Q9627876,San Blas-Canillejas,http://www.wikidata.org/entity/Q2001937,40.420231627534996,-3.6218113860909074,913135297,bpsanblas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal San Fermín,,Biblioteca-Publica-Municipal-San-Fermin-(Usera),,sí,,Metro: San Fermín-Orcasur (línea 3),,,,Metro: San Fermín-Orcasur (línea 3),San Fermín-Orcasur,3,,,,"Accesible
Señalización podotáctil
Bucle de inducción magnético",SAN FERMIN,calle SAN FERMIN Madrid,,10,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28041,San Fermín,http://www.wikidata.org/entity/Q71758,Usera,http://www.wikidata.org/entity/Q953368,40.3711623444796,-3.692742821990015,914804725,bpsanfermin@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Vallecas,,Biblioteca-Publica-Municipal-Vallecas-(Puente-de-Vallecas),,sí,,Metro: Nueva Numancia (línea 1),,,,Metro: Nueva Numancia (línea 1),Nueva Numancia,1,,,,"Accesible
Bucle de inducción magnético",PUERTO DEL MONASTERIO,calle PUERTO DEL MONASTERIO Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28053,San Diego,http://www.wikidata.org/entity/Q11946851,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.395023959810636,-3.665554302127492,915886051,bpvallecas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Vicálvaro,,Biblioteca-Publica-Municipal-Vicalvaro,,sí,,Metro: Vicálvaro (línea 9) Cercanías Renfe: Vicálvaro (línea C2),Vicálvaro C2,C-2,Vicálvaro,Metro: Vicálvaro (línea 9),Vicálvaro,9,,,,"Accesible
Bucle de inducción magnético",VILLARDONDIEGO,calle VILLARDONDIEGO Madrid,,36,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.405283650744316,-3.6086278232922804,917753143,bpvicalvaro@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Ángel González,,Biblioteca-Publica-Municipal-angel-Gonzalez-(Latina),,sí,,Metro: Campamento (línea 5),,,,Metro: Campamento (línea 5),Campamento,5,,,,"Accesible
Bucle de inducción magnético",GRANJA DE TORREHERMOSA,calle GRANJA DE TORREHERMOSA Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28024,Aluĉo,http://www.wikidata.org/entity/Q31140,Latina,http://www.wikidata.org/entity/Q794954,40.397074625115906,-3.7664885474841556,915123542,bpangelgonzalez@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Pedro Salinas,,Biblioteca-Publica-Pedro-Salinas-(Centro),,sí,,Metro: Puerta Toledo (línea 5)  Cercanías: Embajadores (C5),Cercanías: Embajadores (C5),C-5,: Embajadores,Metro: Puerta Toledo (línea 5),Puerta Toledo,5,,,,Accesible,PUERTA DE TOLEDO,calle PUERTA DE TOLEDO Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28005,Embajadores,http://www.wikidata.org/entity/Q2449844,Centro,http://www.wikidata.org/entity/Q1763376,40.407095978373384,-3.7110439355238602,913665407,bib.centro@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Rafael Alberti,,Biblioteca-Publica-Rafael-Alberti-(Fuencarral---El-Pardo),,sí,,"Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional)","Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional)","C-3
C-7
C-8",Ramón y Cajal,,,,,,,Accesible,SANGENJO,calle SANGENJO Madrid,,38,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,La Paz,http://www.wikidata.org/entity/Q5869740,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48785071405995,-3.6985735344788924,917319552,bib.fuencarral@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Ruiz Egea,,Biblioteca-Publica-Ruiz-Egea-(Chamberi),,no especifica,,"Metro: Cuatro Caminos (líneas 1, 2 y 6)",,,,"Metro: Cuatro Caminos (líneas 1, 2 y 6)",Cuatro Caminos,"1
2
6",,,,Accesible,RAIMUNDO FERNANDEZ VILLAVERDE,Calle de Raimundo Fernández Villaverde,http://www.wikidata.org/entity/Q26741180,6,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,Chamberí,http://www.wikidata.org/entity/Q1763370,40.44660265004691,-3.702878714068386,915349029,bib.ruizegea@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública del Estado Manuel Alvar,,Biblioteca-Publica-del-Estado-Manuel-Alvar-(Salamanca),,sí,,"Metro: Diego de León (líneas 4, 5 y 6), Cartagena (línea 7), Parque de las Avenidas (línea 7)",,,,"Metro: Diego de León (líneas 4, 5 y 6), Cartagena (línea 7), Parque de las Avenidas (línea 7)","Diego de León , Cartagena , Parque de las Avenidas","4
5
6
7",,,,Accesible,AZCONA,calle de Azcona,http://www.wikidata.org/entity/Q118608522,42,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28028,La Guindalera,http://www.wikidata.org/entity/Q3814559,Salamanca,http://www.wikidata.org/entity/Q1773521,40.4344013219248,-3.6689700985764175,917263701,bib.salamanca@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Centro Cultural Paco Rabal. Biblioteca Pública,,Centro-Cultural-Paco-Rabal.-Biblioteca-Publica-(Puente-de-Vallecas),,sí,,"Cercanías Renfe: líneas C1, C2 y C7.","Renfe: líneas C1, C2 y C7","C-1
C-2
C-7",,,,,,,,Accesible,FELIPE DE DIEGO,calle FELIPE DE DIEGO Madrid,,13,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28018,Palomeras Bajas,http://www.wikidata.org/entity/Q10343902,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.379459109283275,-3.661114669233002,915079744,bibliotecapacorabal@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
